,name,혼자,액티비티,자연,힐링,addr1,cat1,cat2,cat3,힐링_int,혼자_int,자연_int,액티비티_int,province,city,1,2,3,4,5,6,7,8,9,10,11,12,mapx,mapy,firstimage
0,scg스포츠아카데미,0.6243069966634115,0.6931641300519308,0.7386741042137146,0.8033116261164347,서울특별시 은평구 통일로 1050,A03,A0305,A03050100,0,0,0,0,서울특별시,은평구,0,0,0,0,0,0,0,0,0,0,0,0,126.9179134227,37.6375893423,http://tong.visitkorea.or.kr/cms/resource/54/2535954_image2_1.jpg
1,골든블루 키즈빌리지,0.5581526547670365,0.6936304688453674,0.6634128153324127,0.6050179421901702,서울특별시 송파구 동남로 189 가락쌍용아파트,A03,A0305,A03050100,0,0,0,0,서울특별시,송파구,0,0,0,0,0,0,0,0,0,0,0,0,127.1298703879,37.4947153102,
2,대봉스카이랜드 모노레일 앤 짚라인,0.3297319650650024,0.4369616538286209,0.4378722846508026,0.519372996687889,경상남도 함양군 병곡면 병곡지곡로 333-2,A03,A0305,A03050100,0,0,0,0,경상남도,함양군,0,0,0,0,0,0,0,0,0,0,0,0,127.7085792075,35.5854667389,http://tong.visitkorea.or.kr/cms/resource/32/3058732_image2_1.jpg
3,라플라이,0.5744153529405593,0.7048660457134247,0.6587570786476136,0.6236350119113923,제주특별자치도 제주시 조천읍 선흘리,A03,A0305,A03050100,0,0,0,0,제주특별자치도,제주시,0,0,0,0,0,0,0,0,0,0,0,0,126.7069352809,33.4869485898,http://tong.visitkorea.or.kr/cms/resource/95/3079595_image2_1.jpg
4,레전드히어로즈 잠실롯데월드몰점,0.5171999633312225,0.6837329924106598,0.6572304427623749,0.6169282764196395,서울특별시 송파구 신천동 29 롯데월드타워앤드롯데월드몰,A03,A0305,A03050100,0,0,0,1,서울특별시,송파구,0,0,0,0,0,0,0,0,0,0,0,0,127.1040305171,37.5142459111,http://tong.visitkorea.or.kr/cms/resource/92/2947192_image2_1.jpg
5,레포밸리,0.5751589894294739,0.7070702850818634,0.6794752180576324,0.6336067676544189,강원특별자치도 양양군 고노동길 98-50,A03,A0305,A03050100,0,0,1,1,강원특별자치도,양양군,0,0,0,0,0,0,0,0,0,0,0,0,128.6215849823,38.0544171266,http://tong.visitkorea.or.kr/cms/resource/33/2927433_image2_1.jpg
6,바운스슈퍼파크 수원영통센터,0.537827217578888,0.6843464612960816,0.658031415939331,0.6042457282543182,경기도 수원시 영통구 덕영대로 1566 (영통동),A03,A0305,A03050100,0,0,0,0,경기도,수원시,0,0,0,0,0,0,0,0,0,0,0,0,127.0619141469,37.2451874572,http://tong.visitkorea.or.kr/cms/resource/08/3001408_image2_1.jpg
7,샘마을레저파크,0.4149838984012604,0.5168962925672531,0.513495820760727,0.5591326594352722,강원특별자치도 춘천시 남산면 방하로 429,A03,A0305,A03050100,0,0,0,0,강원특별자치도,춘천시,0,0,0,0,0,0,0,0,0,0,0,0,127.5417498778,37.773271022,http://tong.visitkorea.or.kr/cms/resource/72/1843272_image2_1.jpg
8,순담레저,0.5207807049155235,0.5637692709763845,0.6045239071051279,0.6585099051396052,강원특별자치도 철원군 갈말읍 순담길 149,A03,A0305,A03050100,0,0,0,0,강원특별자치도,철원군,0,0,0,0,0,0,0,0,0,0,0,0,127.2975797445,38.1768583529,http://tong.visitkorea.or.kr/cms/resource/00/1846400_image2_1.jpg
9,제주빅볼랜드,0.5008208245038986,0.6262031257152557,0.6129326283931732,0.6038725197315216,제주특별자치도 제주시 구좌읍 송당리,A03,A0305,A03050100,0,0,0,0,제주특별자치도,제주시,0,0,0,0,0,0,0,0,0,0,0,0,126.7749137162,33.443229516,http://tong.visitkorea.or.kr/cms/resource/85/2498685_image2_1.jpg
10,제천 산악체험장,0.5586139500141144,0.7085701763629914,0.6657138407230377,0.6042444229125976,충청북도 제천시 금성면 청풍호로39길 100,A03,A0305,A03050100,0,0,0,0,충청북도,제천시,0,0,0,0,0,0,0,0,0,0,0,0,128.1879354262,37.0284552455,http://tong.visitkorea.or.kr/cms/resource/09/2769909_image2_1.jpg
11,짚 스카이라운지,0.4818324953317642,0.6035591542720795,0.5827915370464325,0.6073157787322998,충청남도 보령시 해수욕장10길 79 (신흑동),A03,A0305,A03050100,0,0,0,0,충청남도,보령시,0,0,0,0,0,0,0,0,0,0,0,0,126.5061004302,36.3208842585,http://tong.visitkorea.or.kr/cms/resource/66/3022566_image2_1.jpg
12,클라임바운스 수원점,0.5255068063735961,0.642960610985756,0.6369113326072693,0.624220871925354,경기도 수원시 영통구 덕영대로 1566 (영통동),A03,A0305,A03050100,1,0,0,0,경기도,수원시,0,0,0,0,0,0,0,0,0,0,0,0,127.0619141469,37.2451874572,http://tong.visitkorea.or.kr/cms/resource/96/3071596_image2_1.jpg
13,해담마을 수륙양용차,0.5578577786684036,0.7072426557540894,0.6717846989631653,0.6191812634468079,강원특별자치도 양양군 서면 구룡령로 2110-17,A03,A0305,A03050100,1,0,1,0,강원특별자치도,양양군,0,0,0,0,0,0,0,0,0,0,0,0,128.5324923352,37.9879397902,http://tong.visitkorea.or.kr/cms/resource/47/2745147_image2_1.jpg
14,홍천 가리산 레포츠파크,0.5770858317613602,0.6792038798332214,0.6628394484519958,0.6297399938106537,강원특별자치도 홍천군 두촌면 가리산길 426,A03,A0305,A03050100,0,0,0,0,강원특별자치도,홍천군,0,0,0,0,0,0,0,0,0,0,0,0,127.9811710711,37.8656906963,http://tong.visitkorea.or.kr/cms/resource/18/2615118_image2_1.bmp
